0--0,0--1,0--2,0--3,0--4,0--5,0--6,0--7,0--8,0--9,1--0,1--1,1--2,1--3,1--4,1--5,1--6,1--7,1--8,1--9,2--0,2--1,2--2,2--3,2--4,2--5,2--6,2--7,2--8,2--9,3--0,3--1,3--2,3--3,3--4,3--5,3--6,3--7,3--8,3--9,4--0,4--1,4--2,4--3,4--4,4--5,4--6,4--7,4--8,4--9
-8,-9,7,-7,-17,5,-16,-1,-3,-6,5,-6,17,11,2,-19,9,-1,-6,-9,-27,-4,-15,3,-7,19,10,-11,12,11,-5,1,-4,-3,18,5,15,1,-1,5,-4,-3,-11,-3,-12,8,8,-7,11,10,9,-11,-2,-3,1,-11,2,2,4,-2,5,-1,6,4,0,-1,-3,-3,8,5,0,-11,-5,2,-3,-6,-9,-1,4,-6,4,-1,-4,-2,3,9,-17,16,2,-7,-21,-7,3,-2,-2,4,-1,-4,16,6,15,-16,12,0,2,4,2,-14,3,10,15,5,-4,5,-12,-11,2,13,10,-6
-8,-11,7,-9,-14,1,-15,-2,0,-4,4,-5,17,8,2,-20,7,0,-2,-9,-26,-2,-14,3,-7,19,5,-10,14,11,-4,-2,3,-1,18,4,17,3,-1,5,-3,-3,-11,-1,-8,11,12,-9,11,12,9,-11,-1,3,4,-12,3,3,6,-2,6,1,9,4,-4,-4,-1,-2,7,4,-3,-8,-3,4,-2,-9,-11,-2,5,-6,4,1,-4,-2,4,11,-16,16,3,-4,-23,-7,3,-2,-1,2,0,-1,16,9,15,-15,10,1,7,5,1,-13,5,11,15,-4,-6,7,-11,-9,1,12,14,-3
-9,-13,7,-7,-15,2,-15,-1,-1,-4,3,-7,17,9,2,-20,5,3,-3,-7,-23,0,-17,1,-6,19,6,-11,15,11,-3,-3,2,-1,18,4,17,5,-3,5,1,-1,-11,-2,-12,7,12,-8,14,12,9,-14,-2,3,3,-9,3,2,6,-3,7,-1,9,-1,-5,-4,4,0,7,1,-3,-9,-3,6,-4,-7,-11,-4,5,-6,4,0,-4,-3,2,12,-16,16,2,-2,-23,-7,3,1,2,0,0,-3,16,9,15,-16,10,3,8,3,1,-13,5,13,15,-3,-6,8,-13,-4,1,9,13,-3
-10,-9,7,-7,-15,0,-16,-1,-2,-2,2,-8,17,9,3,-20,5,3,-4,-9,-23,0,-17,1,-5,19,6,-9,16,12,-3,-3,3,-2,18,5,16,6,-3,5,4,-1,-13,-6,-15,7,10,-7,14,14,9,-11,-3,2,3,-10,2,2,7,-1,6,2,9,-2,-4,-5,6,0,6,0,-5,-9,-9,6,-2,-5,-13,-1,10,-7,4,0,-5,-3,3,13,-16,16,2,-2,-22,-7,4,-1,2,3,-1,-4,16,10,15,-19,11,2,10,3,0,-15,5,13,15,-2,-7,8,-13,-2,-1,10,14,-3
-9,-10,7,-6,-15,-2,-18,-2,-2,-1,1,-7,17,9,3,-20,5,2,-4,-9,-23,0,-16,1,-5,19,6,-9,16,12,-3,-4,3,-2,18,5,17,5,-3,6,3,0,-14,-6,-15,8,9,-7,14,14,9,-12,-2,3,1,-10,0,2,7,-2,10,2,9,-2,-4,-5,6,0,6,0,-5,-7,-7,5,-2,-6,-14,-1,10,-8,4,-1,-5,-4,3,13,-16,16,3,-2,-22,-7,4,-1,4,0,-1,-4,16,10,15,-19,10,2,10,2,0,-15,5,13,15,-3,-7,8,-13,-2,-1,10,14,-2
-9,-12,7,-6,-15,0,-16,-2,-2,-1,1,-6,17,9,3,-20,5,2,-4,-9,-23,0,-16,2,-5,19,6,-9,15,11,-2,-4,3,-2,18,5,17,6,-3,6,4,0,-12,-6,-15,9,9,-8,14,14,9,-11,-2,3,1,-11,0,2,7,-2,10,2,11,-4,-6,-6,8,1,6,-3,-4,-8,-7,5,-3,-7,-14,0,10,-8,4,-1,-5,-4,3,13,-16,16,3,-2,-22,-7,4,-1,4,0,-1,-5,16,10,15,-19,10,2,10,2,0,-16,6,13,15,-3,-8,8,-13,-2,-2,10,14,-2
-9,-11,7,-6,-15,-1,-16,-2,-2,-1,0,-6,17,9,3,-20,4,2,-4,-9,-23,0,-16,2,-5,19,6,-9,15,11,-2,-5,3,-2,18,5,17,6,-3,6,3,0,-13,-6,-15,9,7,-7,14,14,9,-10,-2,2,1,-11,0,2,7,-2,9,2,11,-1,-4,-5,8,1,6,-2,-4,-7,-7,6,-3,-8,-14,-1,10,-5,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-1,-5,16,10,15,-19,9,2,10,2,0,-16,6,13,15,-2,-8,8,-13,-2,-2,10,14,-2
-9,-10,7,-7,-15,-2,-16,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-9,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-2,18,5,17,6,-3,6,2,0,-13,-4,-16,8,6,-7,14,14,9,-10,-2,2,1,-11,0,2,6,-2,9,1,11,-2,-6,-4,7,1,6,-1,-4,-7,-7,6,-3,-7,-14,-1,10,-6,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-5,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-13,-2,-2,10,14,-1
-9,-10,7,-7,-15,-1,-16,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-2,18,6,17,6,-3,6,2,0,-13,-4,-15,9,6,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,1,11,-2,-6,-4,8,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-6,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-5,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-16,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-13,-4,-15,9,6,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-4,7,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-5,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-16,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-15,9,6,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-5,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-15,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-5,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-15,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-15,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
-9,-10,7,-7,-15,-2,-17,-1,-2,-1,0,-6,17,9,3,-20,4,2,-4,-8,-23,0,-16,2,-5,19,6,-8,15,11,-2,-5,3,-1,18,6,17,6,-3,6,2,1,-12,-4,-14,9,5,-8,14,14,9,-9,-2,2,1,-11,0,2,6,-2,9,0,11,-3,-7,-3,6,1,7,0,-4,-7,-7,5,-3,-8,-14,-1,10,-7,3,-1,-5,-4,3,13,-16,16,3,-2,-23,-7,4,-1,4,0,-2,-4,16,10,15,-19,9,1,10,2,0,-16,6,13,15,-2,-8,8,-12,-2,-2,10,14,-1
